KG.Code;Katastralgemeinde;EZ;PLZ;Straße;ON;Gst.;Gst.Fl.;ErwArt;Erwerbsdatum;Widmung;Bauklasse;Gebäudehöhe;Bauweise;Zusatz;Schutzzone;Wohnzone;öZ;Bausperre;seit/bis;zuordnung;Geschoße;parz.;VeräußererCode;Erwerbercode;Zähler;Nenner;BJ;TZ;Kaufpreis ;/m² Gfl.;AbbruchfixEU;m³ Abbruch;AbbruchkostEU;FreimachfixEU;Freimachfläche;FreimachkostEU;Baureifgest;% Widmung;Baurecht;Bis;auf EZ;Stammeinlage;sonst_wid;sonst_wid_prz;ber. Kaufpreis;Bauzins
01401;Dornbach;1708;1170;Czartoryskigasse;115, Parz.4A;748/9;246;Kaufvertrag;23.03.2023;GS;;;;100 m²;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;2;J;9;9;1;1;;1438/23;490000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;490000;
01402;Hernals;1070;1170;Rosensteingasse;33;.515;356;Kaufvertrag;05.04.2023;GB;III;12,0;g;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;N;9;8;1;1;;1746/23;1000000;2808,989;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;1000000;
01305;Meidling;2094;1120;Steinbauergasse;20;.1108;393;Kaufvertrag;24.02.2023;GB;III;;g;GV;FALSCH;FALSCH;FALSCH;FALSCH;;Mietwohnhaus voll/tw. vermietet;;J;8;8;1;2;;1090/23;1190000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;1190000;
01305;Meidling;2094;1120;Wolfganggasse;21;.1108;393;Kaufvertrag;23.01.2023;GB;III;;g;GV;FALSCH;FALSCH;FALSCH;FALSCH;;Mietwohnhaus voll/tw. vermietet;;J;9;8;1;2;;1090/23;800000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;800000;
01305;Meidling;2115;1120;Tichtelgasse;30;.1161;540;Kaufvertrag;28.03.2023;W;IV;18,0;g;;FALSCH;FALSCH;FALSCH;FALSCH;;Mietwohnhaus voll/tw. vermietet;6;J;9;8;1;1;2000;1116/23;2890235;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;2890234;
01405;Ottakring;257;1160;Klausgasse;48;2448;607;Kaufvertrag;28.03.2023;W;IV;18,0;g;GV;FALSCH;FALSCH;FALSCH;FALSCH;;Mietwohnhaus voll/tw. vermietet;;J;9;8;1;1;;1116/23;3867915;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;3867915;
01805;Liesing;369;1230;Khekgasse;55;354/172;486;Kaufvertrag;17.04.2023;W;II;;g;;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;2;J;8;8;1;1;;1314/23;2240000;4609,054;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;2240000;
01514;Währing;2285;1180;Hasenauerstraße;35;1205/1;893;Kaufvertrag;03.02.2023;W;II;10,5;o;Wohn- und Schutzzone;FALSCH;FALSCH;FALSCH;FALSCH;;Villa;3;J;9;8;1;1;1890;1371/23;6460000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;6460000;
01104;Oberlaa Land;1633;1100;Rothneusiedler Gasse;24;251/6;10;Kaufvertrag;09.01.2023;W;I;4,5;g;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;;8;9;1;1;;1540/23;1500;150;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;1500;
01304;Hetzendorf;492;1120;Hetzendorfer Straße;149;114/2;410;Kaufvertrag;22.12.2022;W;I;;g;;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;2;N;9;8;1;1;;735/23;1150000;2804,878;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;1150000;
01010;Neubau;121;1070;Breite Gasse;10;261;102;Kaufvertrag;27.01.2022;GB;IV;17;g;GV, Wohn-und Schutzzone;FALSCH;FALSCH;FALSCH;FALSCH;;Mietwohnhaus leer;6;J;9;9;1;1;1859;2000/22;3000000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;3000000;
01609;Jedlesee;129;1210;Jedleseer Straße;104-106;608;508;Kaufvertrag;21.03.2023;W;II;10,5;g;;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;1;N;8;8;1;1;;1635/23;2600000;5118,11;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;2600000;
01613;Leopoldau;6054;1210;KLG Frohes Schaffen Gruppe A;Parz.154;2016/121;345;Kaufvertrag;19.08.2021;Eklw;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;2;J;9;9;1;1;;1427/23;245000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;245000;
01613;Leopoldau;2200;1210;Norbert-Krebs-Gasse;25-27;340/5;2441;Kaufvertrag;13.02.2023;W;I;6,5;ogk;;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;;J;9;8;1;1;;1126/23;3050000;1249,488;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;3050000;
01514;Währing;385;1180;Kutschkergasse;37-39;1493;798;Kaufvertrag;21.05.2021;GB;III;;g;GV, 13m, Schutzzone;FALSCH;FALSCH;FALSCH;FALSCH;;Mietwohnhaus voll/tw. vermietet;;N;9;8;1;1;1878;2752/21;7000000;;0;0;0;0;0;0;FALSCH;40;FALSCH;;;FALSCH;"GB III g
GBGV I 5,5m g";"20
40";7000000;
01654;Eßling;2844;1220;Junkgasse;34;395/296;499;Kaufvertrag;09.03.2023;W;I;6,5;ogk;;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;;J;9;9;1;1;;2040/23;410000;821,6433;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;410000;
01665;Stadlau;2826;1220;Kirschenalleeweg;63;495/9;236;Kaufvertrag;25.11.2022;Eklw;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;J;8;9;1;1;;2343/23;377000;1597,458;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;377000;
01665;Stadlau;2452;1220;Pfefferminzenweg;18;306/1;530;Kaufvertrag;18.04.2023;W;I;7,5;ogk;;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;1;J;9;9;1;1;;2194/23;450000;849,0566;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;450000;
01616;Stammersdorf;4761;1210;Untere Jungenberggasse;34;2581/1;1097;Kaufvertrag;11.01.2023;SwwL;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;Landwirtsch. Nutzung;;;9;9;1;1;;1764/23;18785;17,12397;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;18785;
01665;Stadlau;909;1220;Gingkoweg;25-27;478/178;738;Kaufvertrag;18.01.2023;GS;;;;80 m²;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;;J;8;9;1;1;;2165/23;2587527;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;2587527;
01651;Aspern;4027;1220;Ehrenpreisgasse;4;1102/83;327;Kaufvertrag;24.02.2023;GS;;;;130 m²;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;2;J;9;9;1;1;;1482/23;639000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;639000;
01654;Eßling;5074;1220;Peuckerstraße;39;436/15;525;Kaufvertrag;10.01.2023;W;I;6,0;ogk;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;1;J;9;9;1;1;;554/23;630000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;630000;
01660;Kagran;1424;1220;Voigtländergasse;1;1201/2;499;Kaufvertrag;16.03.2023;W;I;6,5;ogk;;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;1;J;9;8;1;1;;2132/23;700000;1402,806;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;700000;
01104;Oberlaa Land;330;1100;Unter-Laaer Straße;;2003/1;5042;Kaufvertrag;19.04.2023;L;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;Landwirtsch. Nutzung;;;8;3;1;1;;1647/23;1902851;377,4;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;1902851;
01104;Oberlaa Land;1586;1100;Unter-Laaer Straße;;2042;2572;Kaufvertrag;12.04.2023;L;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;Landwirtsch. Nutzung;;;9;3;1;1;;1622/23;719185;279,6209;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;719185;
01104;Oberlaa Land;1490;1100;Unter-Laaer Straße;;2041;1626;Kaufvertrag;12.04.2023;L;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;Landwirtsch. Nutzung;;;9;3;1;1;;1623/23;454664;279,6212;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;454664;
01306;Rudolfsheim;1197;1150;Sturzgasse;35;.1075;593;Kaufvertrag;29.03.2023;W;III;;g;;FALSCH;FALSCH;FALSCH;FALSCH;;Mietwohnhaus voll/tw. vermietet;4;J;9;8;1;1;;1849/23;2200000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;2200000;
01210;Penzing;3384;1140;Cumberlandstraße;38;314/25;657;Kaufvertrag;24.11.2022;GB;IV;;g;;FALSCH;FALSCH;FALSCH;FALSCH;;Mietwohnhaus leer;;J;8;8;1;1;;1359/23;5000000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;5000000;
01803;Inzersdorf;2070;1230;Vösendorfer Straße;159;1530/90;1025;Kaufvertrag;03.02.2023;W;I;6,5;o gk;;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;2;N;9;8;1;1;;878/23;900000;878,0488;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;900000;
01801;Atzgersdorf;988;1230;Breitenfurter Straße;200;818/1;1223;Kaufvertrag;31.01.2023;W;I;4,5;g;;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;2;N;9;8;1;1;;1099/23;2636962;2156,142;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;2636962;
01202;Breitensee;86;1140;Kendlerstraße;6-8;91;195;MA 64-Bescheid;03.05.2023;GB;III;;g;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;J;8;1;1;1;;;892125;4575;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;892125;
01107;Simmering;2575;1110;Rappachgasse;4-4a;1036/1;172;GRA Beschluss;08.05.2023;GB;I;;g;BG;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;J;1;8;1;1;;;68800;400;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;68800;
01807;Rodaun;1025;1230;Kaltenleutgebner Straße;20;.270;1020;Kaufvertrag;29.03.2023;W;I;6,5;o;;FALSCH;FALSCH;FALSCH;FALSCH;;Mietwohnhaus leer;3;J;8;8;1;1;;1265/23;1550000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;1550000;
01206;Hütteldorf;2228;1140;Erdenweg;4;781/304;463;Kaufvertrag;10.08.2022;W;I;6,5;g;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;;J;9;9;1;1;;1817/23;530000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;530000;
01204;Hadersdorf;2892;1140;Wiesenweg Steinbachtal;17;.352/2;674;Kaufvertrag;20.12.2022;W;I;7,5;o gk;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;2;J;9;9;1;1;;1948/23;750000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;750000;
01204;Hadersdorf;3380;1140;Ferdinand-Frey-Weg;34D;23/29;953;Kaufvertrag;20.02.2023;W;I;7,5;o gk;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;3;J;9;9;1;1;;1352/23;1810000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;1810000;
01208;Oberbaumgarten;279;1140;Baumgartenstraße;89;11/41;884;Kaufvertrag;22.02.2023;W;II;10,5;o gk;;FALSCH;FALSCH;FALSCH;FALSCH;;Villa;;J;9;9;1;1;;1169/23;712670;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;712670;
01202;Breitensee;1265;1140;Lebingergasse;7A;396/21;112;Kaufvertrag;22.12.2022;Eklw;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;2;J;9;8;1;1;;1534/23;259000;2312,5;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;259000;
01405;Ottakring;4307;1160;Liebhartstalstraße;38;294/10;623;Kaufvertrag;22.03.2023;W;I;7,5;o;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;2;J;9;9;1;1;1965;1802/23;1637500;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;1637500;
01102;Inzersdorf Stadt;2132;1100;Braheplatz;11;936/18;462;Kaufvertrag;02.11.2022;W;I;6;g;;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;2;J;9;9;1;1;;994/23;499000;1080,087;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;499000;
01101;Favoriten;3058;1100;Favoritenstraße;175;1118/49;284;Kaufvertrag;24.02.2023;GB;III;;g;GV;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;;9;8;1;1;;1405/23;550000;1936,62;0;0;0;0;0;0;FALSCH;40;FALSCH;;;FALSCH;GBGVI 4,5g;60;550000;
01803;Inzersdorf;2956;1230;Schwarzenhaidestraße;75A;515/174;1165;Kaufvertrag;16.02.2023;W;I;7,5;o;;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;1;J;9;8;1;1;;887/23;1170000;1004,292;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;1170000;
01201;Auhof;2061;1130;Heimschollegasse;12;1726;608;Kaufvertrag;14.03.2023;W;I;6,5;o;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;2;J;9;8;1;1;;896/23;1425000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;1425000;
01301;Altmannsdorf;168;1120;Breitenfurter Straße;34;197/14;633;Kaufvertrag;13.12.2022;GB;III;;g;GV;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;1;J;8;8;1;1;;1042/23;1800000;2843,602;0;0;0;0;0;0;FALSCH;30;FALSCH;;;FALSCH;GBGVI 7,5g 70%;70;1800000;
01002;Alsergrund;1919;1090;Währinger Gürtel;118;1743;560;Kaufvertrag;26.08.2021;GB;IV;;g;;FALSCH;FALSCH;FALSCH;FALSCH;;Mietwohnhaus voll/tw. vermietet;5;J;8;8;1;1;1890;3181/21;6100000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;6100000;
01010;Neubau;571;1070;Lindengasse;5;314;218;Kaufvertrag;19.08.2020;GB;IV;18,0;g;Wohn- und Schutzzone;FALSCH;FALSCH;FALSCH;FALSCH;;Mietwohnhaus voll/tw. vermietet;5;J;8;8;1;1;1910;3369/20;2400000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;2400000;
01206;Hütteldorf;1022;1140;Jan-Kiepura-Gasse;75;693/16;288;Kaufvertrag;03.03.2023;Eklw;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;1;J;9;9;1;1;;1460/23;280000;972,2222;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;280000;
01403;Neulerchenfeld;335;1160;Menzelgasse;9;.385;306;Kaufvertrag;30.08.2022;W;III;14,0;g;;FALSCH;FALSCH;FALSCH;FALSCH;;Mietwohnhaus voll/tw. vermietet;4;J;9;9;1;1;;1707/23;2190000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;2190000;
01402;Hernals;487;1170;Gilmgasse;12;.653;345;Kaufvertrag;11.07.2022;GB;III;;g;GV;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;3;J;8;8;1;1;1900;1848/23;2800000;8115,942;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;2800000;
01008;Margarethen;1929;1050;Anzengrubergasse;30;1524/1;458;Kaufvertrag;28.02.2023;GB;IV;;g;;FALSCH;FALSCH;FALSCH;FALSCH;;Mietwohnhaus voll/tw. vermietet;4;J;8;8;1;1;1885;2696/23;6516977;;0;0;0;0;0;0;FALSCH;80;FALSCH;;;FALSCH;GBGV I 4,5m g;20;6516977;
01002;Alsergrund;1932;1090;Währinger Gürtel;134;1880/1;518;Kaufvertrag;30.12.2022;GB;IV;;g;;FALSCH;FALSCH;FALSCH;FALSCH;;Mietwohnhaus voll/tw. vermietet;3;J;8;8;1;1;1871;1084/23;2200000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;2200000;
01657;Leopoldstadt;540;1020;Franzensbrückenstraße;9-11;1324/10;101;MA 64-Bescheid;22.05.2023;VB;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;;13;8;1;1;;;20200;200;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;20200;
01503;Heiligenstadt;1322;1190;Hammerschmidtgasse;6;3/2;860;Baurechtsvertrag;03.09.2020;W;I;4,5;g;Schutzzone, Bausperre §8(6);FALSCH;FALSCH;FALSCH;WAHR;;Abbruchobjekt;;J;8;8;1;1;;1831/23;;39,06977;0;0;0;0;0;0;FALSCH;100;WAHR;30.06.2120;1321;FALSCH;;;;EUR 33.600,00
01509;Obersievering;804;1190;Ährengrubenweg;69-71;418/2;867;Kaufvertrag;12.12.2022;Eklw;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;2;J;9;9;1;1;;1064/23;1728014;;0;0;0;0;0;0;FALSCH;90;FALSCH;;;FALSCH;Eklw P;10;1728014;
01668;Süßenbrunn;869;1220;Wielandweg;;167/2;6492;Kaufvertrag;16.03.2023;L;;;;Bausperre § 8 (1);FALSCH;FALSCH;FALSCH;WAHR;;unbebaut;;;9;3;1;1;;1665/23;1947600;300;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;1947600;
01606;Groß Jedlersdorf I;1198;1210;Brünner Straße;131;26/2;692;Kaufvertrag;23.01.2023;GB;III;;g;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;J;8;8;1;1;;932/2023;2900000;4190,751;0;0;0;0;0;0;FALSCH;40;FALSCH;;;FALSCH;GBGV I 4,5m 70%;60;2900000;
01613;Leopoldau;2540;1220;St.-Michael-Gasse;24;2254/191;456;Kaufvertrag;21.12.2022;W;I;7,5;g;33%;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;2;J;9;9;1;1;;1514/23;450000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;450000;
01660;Kagran;4091;1220;Wagramer Straße;224C;336/69;1485;Kaufvertrag;16.02.2023;GB;II;;g;GV, ÖZ;FALSCH;FALSCH;FALSCH;FALSCH;;Büro- u./o. Geschäftsgebäude;5;J;8;8;1;1;2017;1681/23;22921770;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;22921768;
01510;Pötzleinsdorf;44;1180;Pötzleinsdorfer Straße;77;653/3;49;MA 64-Bescheid;23.05.2023;W;I;4,5;g;Schutzzone;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;J;9;1;1;1;;;181300;3700;0;0;0;0;0;0;FALSCH;50;FALSCH;;;FALSCH;W II 10,5m g;50;181300;
01011;Wieden;427;1040;Leibenfrostgasse;8;1046/7;655;Kaufvertrag;25.04.2023;W;IV;;g;Wohnzone;FALSCH;FALSCH;FALSCH;FALSCH;;Mietwohnhaus voll/tw. vermietet;6;J;9;8;1;1;1878;3906/23;8950000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;8950000;
01004;Innere Stadt;1377;1010;Kärntner Straße;11;936;501;Kaufvertrag;17.04.2023;GB;V;;g;Schutzzone;FALSCH;FALSCH;FALSCH;FALSCH;;Büro- u./o. Geschäftsgebäude;8;J;8;8;1;1;1896;3883/23;94450000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;94450000;
01002;Alsergrund;1919;1090;Währinger Gürtel;118;1743;560;Kaufvertrag;07.03.2023;GB;IV;;g;;FALSCH;FALSCH;FALSCH;FALSCH;;Mietwohnhaus voll/tw. vermietet;5;J;8;8;1;1;1890;1122/23;8500000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;8500000;
01510;Pötzleinsdorf;1582;1180;Weißdornweg;18;624/63;372;Kaufvertrag;20.04.2023;Eklw;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;J;8;9;1;2;;1627/23;163680;880;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;163680;
01651;Aspern;1431;1220;Dittelgasse;6;727/6;794;Kaufvertrag;13.12.2022;W;I;6,0;ogk;;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;;J;9;8;1;1;;1898/23;800000;1007,557;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;800000;
01654;Eßling;2375;1220;Reinholdgasse;51;336/18;321;Kaufvertrag;03.02.2023;W;I;4,5;ogk;;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;;J;9;9;1;1;;1960/23;160000;498,4424;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;160000;
01651;Aspern;4733;1220;Gründungsweg;34;1035/38;314;Kaufvertrag;06.03.2023;GS;;;;80 m²;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;2;J;9;9;1;2;;1763/23;135000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;135000;
01665;Stadlau;2408;1220;KLG Lust-und Nutzgartenverein;Parz.247;468/81;392;Kaufvertrag;19.04.2023;GS;;;;80 m²;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;1;J;9;9;1;1;;2429/23;480000;1224,49;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;480000;
01660;Kagran;967;1220;Rudi-Hiden-Gasse;8;634/1;908;GR Beschluss;24.05.2023;GB;I;7,5;g;50%;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;N;1;8;1;1;;;1180400;1300;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;1180400;
01404;Neuwaldegg;243;1170;Brückenweg;5;253/60;366;Kaufvertrag;12.04.2023;W;I;4,5;ogk;;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;2;J;9;9;1;1;;1938/23;490000;1338,798;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;490000;
01401;Dornbach;357;1170;Trimmelgasse;8;296/1;1475;Kaufvertrag;12.12.2022;W;I;7,5;gr;;FALSCH;FALSCH;FALSCH;FALSCH;;Villa;;J;9;8;1;1;1876;1845/23;2000000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;2000000;
01402;Hernals;1529;1170;Lacknergasse;44;.1213;471;Kaufvertrag;13.03.2023;W;III;;g;;FALSCH;FALSCH;FALSCH;FALSCH;;Mietwohnhaus voll/tw. vermietet;4;J;8;9;1;1;1900;2095/23;1810000;;0;0;0;0;0;0;FALSCH;60;FALSCH;;;FALSCH;W I g;40;1810000;
01603;Donaufeld;885;1210;Angerer Straße;13;1508/1;964;Kaufvertrag;13.04.2023;GB;III;;g;;FALSCH;FALSCH;FALSCH;FALSCH;;Mietwohnhaus voll/tw. vermietet;5;J;9;8;1;1;1913;1923/23;4050000;;0;0;0;0;0;0;FALSCH;60;FALSCH;;;FALSCH;GBGV I 4,5m g;40;4050000;
01606;Groß Jedlersdorf I;650;1210;Brünner Straße;193-195;189/1;1289;Kaufvertrag;15.01.2023;GB;II;;g;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;J;8;8;1;1;;1794/23;4700000;3646,237;0;0;0;0;0;0;FALSCH;50;FALSCH;;;FALSCH;GB I 7,5m g;50;4700000;
01614;Schwarze Lackenau;330;1210;Fischottergasse;20;497/1;445;Kaufvertrag;28.03.2023;W;I;6,5;ogk;;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;1;J;9;9;1;1;;1610/23;457000;1026,966;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;457000;
01609;Jedlesee;523;1210;Gerstlgasse;11;654/8;463;Kaufvertrag;08.06.2023;W;II;;g;;FALSCH;FALSCH;FALSCH;FALSCH;;Mietwohnhaus voll/tw. vermietet;;J;9;8;1;1;;1510/23;3412000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;3412000;
01206;Hütteldorf;3577;1140;Alois-Grandl-Weg;östlich/Parz.43;781/2416;299;Kaufvertrag;27.04.2023;Eklw;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;;J;9;9;1;2;;2040/23;295000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;295000;
01206;Hütteldorf;3859;1140;Minorgasse;südlich/Parz. 124;539/11;292;Kaufvertrag;08.05.2023;Eklw;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;Kleingarten;;J;9;9;1;1;;2109/23;340000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;340000;
01206;Hütteldorf;3997;1140;Kleibersteg;76;663/99;457;Kaufvertrag;15.02.2023;Eklw;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;Kleingarten;;J;9;9;1;1;;2117/23;450000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;450000;
01201;Auhof;2400;1130;Granichstaedtengasse;8;1441/49;356;Kaufvertrag;07.02.2023;W;I;6,5;o gk;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;2;J;9;9;1;1;;661/23;534000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;534000;
01209;Ober St.Veit;1468;1130;Münichreiterstraße;31;1293/8;662;Kaufvertrag;29.03.2023;W;II;10,5;gk;Schutzzone;FALSCH;FALSCH;FALSCH;FALSCH;;Villa;2;J;9;8;1;1;;833/23;2150000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;2150000;
01405;Ottakring;1706;1160;Römergasse;35;1798;435;Kaufvertrag;16.09.2021;W;III;;g;;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;;J;8;8;1;1;;6256/21;2550000;5862,069;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;2550000;
01654;Eßling;2490;1220;Junkgasse;8;395/268;626;Kaufvertrag;04.04.2023;W;I;6,5;ogk;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;;J;9;9;1;1;;2169/23;500000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;500000;
